Source,Target,Weight
LT,IT,4900
LT,LR,1039
LT,CM,1241
LT,CR,710
LT,HK,836
LT,AE,2523
LT,GD,1891
LT,BE,8181
LT,DE,17023
LT,CV,1194
LT,EG,793
LT,DZ,969
LT,LC,850
LT,LA,3466
LT,FR,2936
LT,HR,4517
LT,KG,2865
LT,AL,2143
LT,CH,11306
LT,AU,2657
LT,GH,980
LT,BJ,2517
LT,AZ,5059
LT,CA,1922
LT,BG,6400
LT,GM,2885
LT,GW,790
LT,JM,701
LT,GE,11163
LT,CZ,4944
LT,AT,7445
LT,BH,1116
GE,FI,2030
GE,AG,1622
GE,BA,1419
GE,CM,970
GE,ES,7891
GE,DZ,1358
GE,EG,1130
GE,DK,1907
GE,AE,3469
GE,BJ,1099
GE,FR,6715
GE,EE,18494
GE,AL,2539
GE,AU,707
GE,GB,2363
GE,CH,5446
GE,BG,4472
GE,CG,889
GE,BE,5407
GE,BZ,908
GE,CF,838
GE,CA,1699
GE,DE,11591
GE,CI,825
GE,BS,994
GE,CZ,5485
GE,AT,9566
GE,BH,1846
GT,GD,881
GT,BO,16888
GT,ES,4765
GT,AG,1180
GT,BR,1777
GT,BS,1392
GT,BJ,2428
GT,DZ,1223
GT,EC,13367
GT,CV,782
GT,CH,1343
GT,CO,10322
GT,AR,5768
GT,GH,869
GT,CL,3523
GT,GM,1085
GT,GQ,2677
GT,CA,3371
GT,CI,745
GT,AO,1395
GT,AT,694
GT,DO,9860
CM,AG,5783
CM,BR,1408
CM,BB,2841
CM,BS,4217
CM,BZ,2007
CM,CL,766
CM,BY,3369
CM,AL,1034
CM,CH,11387
CM,BD,1181
CM,CA,9904
CM,AZ,1379
CM,AO,21497
CM,AT,1698
HN,AE,1362
HN,CL,4484
HN,GQ,5452
HN,CF,960
HN,CG,1615
HN,DO,20832
HN,AO,2648
HN,DZ,2263
HN,GY,5129
HN,BH,1162
HN,CV,1434
HN,GN,1156
HN,GH,1796
HN,BO,13771
HN,GD,5710
HN,BI,774
HN,AR,6897
HN,EG,1379
HN,EC,18657
ST,CZ,1259
ST,AZ,1879
ST,DO,5601
ST,AT,1211
ST,SE,1018
US,MU,1413
US,GT,21651
US,SN,2899
US,FI,2512
US,GR,3727
US,BT,2809
US,HR,2303
US,LK,1234
US,IN,955
US,BO,1838
US,MA,1069
US,CM,4141
US,PH,3550
US,EE,2123
US,FJ,6244
US,KG,704
US,CY,3966
US,MW,1563
US,MN,1953
US,ES,3739
US,NI,8860
US,BR,1697
US,PK,1084
US,KR,2926
US,UA,1360
US,OM,1548
US,RW,4399
US,ST,1283
US,MM,695
US,BW,1579
US,RO,1813
US,AE,4065
US,BA,3765
US,SI,2428
US,SR,6405
US,HU,1751
US,IT,3064
US,BI,3572
US,DK,3523
US,AM,3793
US,MX,11901
US,GA,2046
US,ME,6558
US,SL,13612
US,GQ,4014
US,PT,3430
US,TZ,1661
US,SA,1521
US,PE,2550
US,ET,4593
US,GM,13157
US,MR,1754
US,FR,2133
US,CO,3772
US,GE,2166
US,TN,1019
US,KE,3782
US,KW,2729
US,BJ,1440
US,AR,1662
US,HK,3832
US,MY,1014
US,JO,2791
US,LA,2933
US,EG,978
US,NP,2931
US,BE,2662
US,JP,2731
US,SK,1254
US,KH,1617
US,DJ,3505
US,PY,2705
US,CL,2506
US,QA,3485
US,TD,1667
US,GH,6333
US,MK,4723
US,GN,5208
US,BY,1821
US,TR,729
US,MD,2120
US,CG,2166
US,SZ,1330
US,CD,2252
US,NE,1764
US,AL,5156
US,LT,1768
US,GW,1488
US,LB,4158
US,NO,4290
US,NZ,7443
US,DE,3826
US,PL,1345
US,LU,4876
US,PG,1078
US,MV,1211
US,GB,6261
US,TG,4155
US,CF,2572
US,AU,7443
US,EC,6369
US,BN,1520
US,TW,1839
US,SC,2832
US,CH,5443
US,BF,2314
US,RS,2938
US,BD,975
US,KI,3365
US,MZ,716
US,IE,8029
US,CR,8514
US,ML,1736
US,NL,3694
US,PA,6168
US,MT,5030
US,NG,3979
US,TJ,1222
US,CA,12209
US,IS,8103
US,SB,815
US,AZ,737
US,BG,2424
US,CI,1613
US,CZ,1527
US,AO,1134
US,UG,4827
US,SG,5114
US,AT,3232
US,BH,4178
US,LV,1900
US,TH,806
US,SE,4051
SE,GH,2914
SE,CM,3355
SE,JO,7537
SE,LK,2445
SE,IE,12773
SE,PE,1232
SE,OM,2395
SE,RW,7229
SE,AL,17263
SE,BE,11071
SE,KG,1769
SE,HK,2911
SE,MY,879
SE,BD,1448
SE,FJ,957
SE,GR,21669
SE,HU,10493
SE,BN,988
SE,KE,6545
SE,GA,923
SE,MD,3498
SE,CR,2118
SE,CO,1199
SE,CF,5112
SE,AR,1135
SE,BY,4762
SE,JP,1659
SE,GB,12717
SE,CI,1169
SE,CD,2655
SE,NE,2000
SE,MA,1906
SE,BO,1780
SE,MR,1119
SE,NP,883
SE,FR,5239
SE,BW,1263
SE,BI,13824
SE,GN,3592
SE,MW,1069
SE,MZ,1082
SE,CA,7460
SE,NI,3225
SE,GY,822
SE,BH,3386
SE,MN,15827
SE,LY,2423
SE,EG,1998
SE,ES,7798
SE,BT,786
SE,GQ,2931
SE,KW,3340
SE,EC,909
SE,JM,2445
SE,CG,1700
SE,BJ,786
SE,RO,14083
SE,AE,7515
SE,KR,1220
SE,AU,11404
SE,BZ,1126
SE,CV,10680
SE,CL,3842
SE,CZ,5205
SE,PT,7679
SE,PH,1459
SE,AM,5974
SE,AT,19222
SE,ET,15496
SE,SA,3859
SE,LC,2518
SE,BR,797
SE,MV,2117
SE,GD,4019
SE,BG,9099
SE,DZ,726
SE,QA,5804
SE,BB,5181
SE,AO,1277
SE,DO,1136
SE,IT,6407
SE,LR,6151
SE,NG,1615
SE,NL,18173
SE,GW,3249
SE,CY,16385
SE,MU,2145
SE,KZ,905
SE,BS,2084
SE,AG,3928
SE,HR,21775
SE,NZ,8332
SE,ML,913
SE,GE,6145
SE,PA,1148
SE,DE,17977
SE,AZ,4018
SE,PK,1788
SE,SC,4744
SE,PL,14607
SC,IN,14360
SC,PH,9281
SC,FI,2945
SC,GR,6383
SC,PA,1605
SC,MW,9324
SC,CM,22685
SC,HR,3152
SC,LS,11286
SC,MA,1563
SC,JO,3108
SC,ES,3235
SC,GE,1205
SC,HK,4841
SC,HU,3633
SC,KG,1336
SC,LY,1442
SC,MN,2314
SC,BR,878
SC,NO,4056
SC,NI,2156
SC,PK,2164
SC,PT,4813
SC,SA,17790
SC,JM,19276
SC,RW,8928
SC,BI,5949
SC,BT,13896
SC,BN,17803
SC,DZ,1066
SC,IT,13666
SC,LR,16835
SC,KH,890
SC,CO,1090
SC,ID,2113
SC,AR,767
SC,EG,1892
SC,PY,808
SC,IS,4838
SC,DK,3489
SC,CV,8535
SC,ET,5427
SC,CL,1822
SC,LT,1067
SC,RO,1753
SC,BJ,16314
SC,AM,1085
SC,FR,11546
SC,NG,9686
SC,MR,1850
SC,EC,727
SC,GH,22622
SC,MK,3279
SC,EE,2941
SC,CD,6867
SC,NE,4081
SC,AL,1001
SC,MY,13388
SC,GW,6700
SC,PG,5769
SC,BG,4211
SC,BY,2235
SC,KR,1807
SC,CG,10710
SC,BE,10097
SC,MZ,8802
SC,GA,7017
SC,PL,1372
SC,BZ,7227
SC,CF,10239
SC,CA,10760
SC,RS,4338
SC,LU,9608
SC,IE,13711
SC,ME,4689
SC,NL,5125
SC,NZ,16501
SC,JP,2225
SC,ML,3792
SC,BF,3362
SC,CR,1194
SC,DE,5816
SC,KZ,1007
SC,CI,10197
SC,LB,7536
SC,BS,15692
SC,CZ,4313
SC,AZ,2192
SC,AO,4202
SC,AT,8300
SC,DO,6895
SC,GY,18804
SC,LV,4911
SC,HN,823
PL,BA,1709
PL,FI,4107
PL,GR,4241
PL,KG,871
PL,MA,970
PL,FR,3123
PL,CY,6681
PL,HU,3691
RW,CA,11901
RW,FR,3789
RW,HT,10086
RW,NP,1047
RW,NZ,1640
RW,OM,16933
RW,PT,774
RW,CV,3547
RW,EG,1822
RW,FI,6374
RW,GR,707
RW,RS,702
RW,BZ,1226
RW,ME,780
RW,ET,10335
RW,GM,17127
RW,NL,3633
RW,MR,12437
RW,BY,746
RW,MA,3354
RW,BB,1595
RW,LY,3947
RW,CH,3373
RW,LB,1533
RW,LC,2492
RW,GB,2069
RW,DJ,14410
RW,KW,4657
RW,MU,7292
RW,GW,13260
RW,BD,2926
RW,LU,4962
RW,MV,2764
RW,PG,16933
RW,AU,3062
RW,BS,2284
RW,IT,1145
RW,KH,716
RW,BN,739
RW,IS,1848
RW,NO,4121
RW,KM,18374
RW,AG,2346
RW,CO,700
RW,IE,1193
RW,CR,841
RW,BE,20375
RW,NG,13376
RW,MT,1889
RW,DE,2006
RW,PK,2894
RW,JM,4979
RW,AZ,1492
RW,AO,15736
RW,AT,951
RW,DO,2685
RW,GY,3440
RW,BH,4736
RW,HN,852
KI,IN,1159
KI,CM,1202
KI,BS,2149
KI,BR,719
KI,ES,845
KI,GR,1034
KI,KE,1969
KI,AE,2204
KI,GN,5113
KI,DK,1267
KI,HK,5346
KI,GD,7224
KI,AG,2670
KI,DZ,843
KI,BT,1692
KI,BF,1516
KI,GA,1121
KI,BW,1888
KI,ET,1107
KI,ID,1606
KI,EG,814
KI,DE,799
KI,JM,2468
KI,BI,1551
KI,CG,3292
KI,HT,2220
KI,CD,1956
KI,GM,3868
KI,BJ,13715
KI,EC,855
KI,CH,1553
KI,CF,3780
KI,CL,706
KI,JP,7070
KI,CV,3244
KI,BD,2704
KI,BZ,15462
KI,DJ,823
KI,GH,4007
KI,GB,1286
KI,IT,779
KI,BN,993
KI,GE,727
KI,GQ,1877
KI,GW,2180
KI,CI,1831
KI,AO,3784
KI,DO,1197
KI,GY,19753
KI,BH,1396
BF,BB,1316
BF,AE,3648
BF,AL,777
BF,BE,6635
BF,BD,1127
BF,AZ,1306
BF,AG,2533
BF,AO,19385
BF,AT,1294
PY,BR,21749
PY,PH,1438
PY,AG,1302
PY,LK,1365
PY,BS,973
PY,MA,8084
PY,OM,1370
PY,MU,1088
PY,PK,1875
PY,CM,1521
PY,GT,20583
PY,DZ,2789
PY,BB,816
PY,LY,720
PY,CA,1340
PY,CO,14526
PY,MG,1451
PY,GR,929
PY,MX,12134
PY,BI,828
PY,IT,2716
PY,LR,2492
PY,IS,1924
PY,JO,1208
PY,PT,2740
PY,GQ,22267
PY,GD,1012
PY,DE,1965
PY,GA,1734
PY,EG,1933
PY,AE,2014
PY,FR,1405
PY,MR,1336
PY,PE,22219
PY,CL,19074
PY,NL,734
PY,CV,2591
PY,GN,1420
PY,KW,1546
PY,HT,4458
PY,BD,911
PY,CG,1778
ST,GY,8638
ST,BH,1792
ST,HN,2694
KM,AG,13400
KM,JO,1407
KM,BB,1584
KM,DZ,2128
KM,BW,11461
KM,CA,1543
KM,CM,19112
KM,KI,3964
KM,AE,11146
KM,GR,1592
KM,BS,3866
KM,GD,4229
KM,CV,4121
KM,EG,3337
KM,BZ,9042
KM,HT,9800
KM,CY,1333
KM,ET,2097
KM,BF,22197
KM,GH,6319
KM,CH,1565
KM,GW,6561
KM,CD,17322
KM,JM,4585
KM,GM,5232
KM,GQ,13854
KM,BE,1742
KM,BD,894
KM,AO,7645
KM,DO,1417
KM,GY,5183
KM,BH,1679
JM,FJ,7684
JM,FI,1349
JM,GR,969
JM,CY,2882
JM,EE,1086
JM,BR,1720
JM,GT,1158
JM,CM,8484
JM,BA,890
JM,GN,7982
JM,IN,875
JM,BO,926
JM,HK,1053
JM,DK,1298
JM,FR,2411
JM,DZ,1515
JM,BJ,7381
JM,BI,4110
JM,GA,11457
JM,BW,16430
JM,IT,1847
JM,AL,1235
JM,CR,6786
JM,AR,1017
JM,BN,1149
JM,BE,2683
JM,CV,6108
JM,BF,5060
JM,CL,2257
JM,ET,2302
JM,BD,1095
JM,CH,5245
JM,ES,1726
JM,AE,4329
JM,CD,9590
JM,ID,903
JM,BY,722
JM,EC,1421
JM,DE,2845
JM,GW,6627
JM,CF,7028
JM,CG,13763
JM,EG,1165
JM,HR,1097
JM,GQ,10647
JM,AU,2073
JM,IS,2590
JM,CO,1905
JM,DJ,3472
JM,IE,3759
JM,BG,1249
JM,CI,7931
JM,AO,9998
JM,AT,2345
JM,BH,3250
JM,HN,3983
GM,FJ,2897
GM,BA,2615
GM,BS,10392
GM,BR,4056
GM,BO,1164
GM,EE,7130
GM,DK,17678
GM,BB,12469
GM,FR,12805
GM,AE,19336
GM,BD,2234
GM,BT,1194
GM,BZ,5960
GM,GD,16045
GM,DZ,4645
GM,ET,4979
GM,AL,2234
GM,CO,2080
GM,CA,7097
GM,AR,2662
GM,BN,2217
GM,EG,2794
GM,AM,1334
GM,BI,15297
GM,CL,1176
GM,BY,5175
GM,CD,16041
GM,BG,1963
GM,EC,1686
GM,AU,3288
GM,BE,18167
GM,CR,3268
GM,AG,13416
GM,AZ,3176
GM,GE,2728
GM,DJ,7992
GM,CZ,1821
GM,AT,18428
GM,DO,4949
GM,BH,14631
PT,IN,801
PT,BO,1074
PT,KR,846
PT,KE,1005
PT,BA,1805
PT,FJ,963
PT,MW,1245
PT,NO,10939
PT,CM,1746
PT,AG,1816
PT,EE,6869
PT,HU,3768
PT,BW,1954
PT,GQ,12038
PT,AE,6420
PT,AM,1161
PT,DZ,773
PT,PE,1556
PT,BT,793
PT,MX,1059
PT,MG,1052
PT,BB,1642
PT,FI,6029
PT,GR,5706
PT,DK,9970
PT,NI,1022
PT,GN,9738
PT,CA,10476
PT,AR,2826
PT,HK,1775
PT,BI,1766
PT,NL,21596
PT,GD,1302
PT,MA,2126
PT,JM,1373
PT,BJ,5468
PT,LT,5415
PT,MU,2412
PT,MR,1553
PT,HR,4567
PT,CL,2765
PT,BD,2310
PT,JP,1379
PT,BZ,857
PT,BG,7577
PT,KW,2103
PT,MK,3360
PT,NP,16946
PT,GH,1560
PT,ME,3719
PT,HT,953
PT,EC,1848
PT,GA,4531
PT,BN,1247
PT,BY,2705
PT,PA,2926
PT,MY,795
PT,LC,1767
PT,CD,1194
PT,NE,991
PT,MV,2717
PT,LB,1573
PT,OM,2604
PT,AL,1837
PT,CG,2875
PT,IT,10043
PT,LR,2212
PT,PL,3560
PT,ML,1591
PT,NG,835
PT,CR,2535
PT,CO,2090
PT,GE,2432
PT,AU,5430
PT,GM,16731
PT,CF,3629
PT,NZ,3468
PT,DE,14953
PT,CY,11412
PT,IE,22381
PT,BF,1054
PT,PK,1313
PT,CI,1920
PT,AZ,704
PT,BS,1284
PT,CZ,4530
PT,AT,10402
PT,DO,2411
PT,GY,943
PT,BH,4326
PT,LV,5947
PT,HN,811
MZ,FJ,2800
MZ,BS,2839
MZ,MA,2800
MZ,ES,1073
MZ,GT,1111
MZ,JO,1074
MZ,LK,1860
MZ,BT,739
MZ,AG,3622
MZ,IN,886
MZ,BO,1171
MZ,BB,1843
MZ,GD,4644
MZ,LB,3139
MZ,LY,1962
MZ,CY,1639
MZ,DK,829
MZ,BR,8689
MZ,DZ,2655
MZ,MX,921
MZ,MR,14172
MZ,JM,7028
MZ,FR,1142
MZ,ET,3917
MZ,KW,1998
MZ,AE,3040
MZ,AL,737
MZ,CA,745
MZ,DJ,7416
MZ,DE,1166
MZ,LC,4447
MZ,EC,1265
MZ,CL,868
MZ,BY,712
MZ,CH,2003
MZ,BZ,2178
MZ,MK,1207
MZ,KM,22253
MZ,EG,1478
MZ,AR,934
MZ,MU,4296
MZ,HT,15340
MZ,GB,1408
MZ,AU,699
MZ,KI,3729
MZ,MV,1884
MZ,MT,1448
MZ,CR,1229
MZ,GM,20173
MZ,IS,1582
MZ,BD,2779
MZ,IT,1089
MZ,CF,19623
MZ,CO,1600
MZ,BE,1292
MZ,IE,797
MZ,LU,4589
MZ,AZ,1152
MZ,DO,5202
MZ,GY,5059
MZ,BH,2409
MZ,HN,2029
KH,FJ,901
KH,BD,2076
KH,IN,696
KH,BT,1982
KH,AE,1607
KH,CY,764
KH,HK,1813
KH,FR,2028
KH,BJ,1258
KH,JP,8378
KH,BN,3064
KH,GH,1668
KH,CF,11360
KH,CA,1584
KH,CH,1510
KH,AU,6621
KH,GM,1067
KH,ID,2006
KH,DO,870
KH,BH,1516
VN,US,1328
VN,JP,20931
VN,QA,776
VN,CA,1917
VN,IS,1767
VN,BT,842
VN,AO,810
VN,KI,724
VN,AE,1281
VN,AU,4012
VN,SR,1031
VN,CH,829
VN,CZ,3343
VN,FI,1305
VN,MY,3204
VN,MV,878
VN,DE,1772
VN,LA,21874
VN,CV,4271
VN,SK,1319
VN,SA,710
VN,MM,2820
RS,HK,894
RS,BI,1397
RS,MA,1462
RS,PT,3891
RS,CA,6070
RS,DK,11633
RS,CR,985
RS,NG,818
RS,KZ,1528
RS,GA,1080
RS,FR,8928
RS,EG,910
RS,KE,927
RS,PA,698
RS,CV,1616
RS,DZ,1043
RS,RO,12180
RS,AE,8343
RS,CL,913
RS,BJ,3527
RS,LT,3983
RS,AG,2940
RS,KW,2185
RS,CG,852
RS,BE,10294
RS,QA,5513
RS,GD,3158
RS,AR,1094
RS,LC,3718
RS,BY,8426
RS,IT,12916
RS,LR,1235
RS,GH,1493
RS,PL,2910
RS,GW,1304
RS,GB,4600
RS,GQ,4315
RS,AZ,1677
RS,MV,1976
RS,GE,2687
RS,AU,7523
RS,OM,1362
RS,MD,3634
RS,NL,10983
RS,CF,6962
RS,GM,3290
RS,BS,1175
RS,IE,8838
RS,PK,1173
RS,NZ,3438
RS,CY,19874
RS,CI,931
RS,CZ,15757
RS,AO,832
RS,DO,1830
RS,BH,2823
RS,LV,4880
MN,BT,4431
MN,KG,10751
MN,FJ,1218
MN,AE,893
MN,HU,8078
MN,CY,1582
MN,MA,865
MN,HK,1239
MN,FR,2049
MN,DZ,715
MN,BJ,5536
MN,BN,782
MN,LA,1982
MN,CA,1217
MN,ME,1333
MN,BG,1155
MN,AL,1327
MN,BE,2374
MN,GD,1556
MN,GH,733
MN,CH,7783
MN,AM,725
MN,BY,2287
MN,MK,1086
MN,GB,1040
MN,BD,793
MN,AZ,1370
MN,GM,838
MN,AU,8898
MN,DE,3123
MN,MD,895
MN,GE,864
MN,JP,14610
MN,GQ,742
MN,IE,7814
MN,IS,725
MN,LU,2147
MN,CZ,20829
MN,BH,778
MN,LV,1069
MN,AT,7912
AO,AG,5586
AO,AE,2668
AO,AL,994
PY,BJ,4275
PY,CR,13983
PY,EC,18236
PY,PA,15067
PY,AL,1102
PY,ME,1219
PY,CH,6739
PY,GB,720
PY,LC,1246
PY,MK,821
PY,KE,1103
PY,GH,2012
PY,KM,750
PY,NO,823
PY,GW,2768
PY,PG,749
PY,LU,1580
PY,LB,5128
PY,CD,1110
PY,NE,1093
PY,GM,4166
PY,NG,1156
PY,KR,738
PY,MV,1184
PY,CF,1464
PY,BZ,9352
PY,CY,1527
PY,MZ,2261
PY,DJ,857
PY,BE,1717
PY,JP,1408
PY,MT,1164
PY,ML,1382
PY,JM,2066
PY,KI,815
PY,BF,1252
PY,CI,1813
PY,IE,1341
PY,AO,4313
PY,AT,1278
PY,DO,15792
PY,GY,3535
PY,BH,1560
RO,FI,6523
RO,GR,18267
RO,LK,3331
RO,BA,3874
RO,CM,1803
RO,BS,1308
RO,PH,916
RO,EE,3190
RO,MU,1567
RO,QA,3579
RO,AG,972
RO,JO,1907
RO,BB,1124
RO,MG,1832
RO,MA,2226
RO,OM,1165
RO,BI,976
RO,FR,16693
RO,GD,1095
RO,ID,832
RO,AM,1231
RO,PT,10122
RO,GQ,1731
RO,GN,1311
RO,DZ,1386
RO,PL,2885
RO,AE,4213
RO,IS,22425
RO,BJ,7373
RO,ME,7148
RO,AR,763
RO,PY,927
RO,GM,5049
RO,NP,1913
RO,NG,1198
RO,HT,706
RO,BG,10232
RO,KW,1577
RO,EG,910
RO,GA,1391
RO,JM,1223
RO,LT,3513
RO,BY,2733
RO,CG,1499
RO,CV,878
RO,NE,901
RO,MK,8356
RO,CA,3921
RO,LC,1337
RO,BZ,699
RO,AL,7872
RO,KE,951
RO,CF,1731
RO,GW,978
RO,MV,1338
RO,AU,1765
RO,MZ,742
RO,NO,15026
RO,GH,1712
RO,HR,4901
RO,LB,3286
RO,BF,772
RO,LR,1612
RO,CR,915
RO,KZ,821
RO,ML,877
RO,PK,980
RO,NZ,1563
RO,GE,1864
RO,CI,1638
RO,CZ,10069
RO,AZ,1229
RO,AO,1098
RO,DO,1557
RO,GY,715
RO,BH,2067
RO,LV,3561
FJ,BT,1257
FJ,AG,10579
FJ,AE,5010
FJ,BB,8431
FJ,CM,1291
FJ,DK,1132
FJ,CY,7340
FJ,BI,1395
FJ,BW,1964
FJ,BJ,21958
FJ,ET,756
FJ,BF,954
FJ,DE,910
FJ,CG,1465
FJ,CD,1311
FJ,CV,880
FJ,BZ,14029
FJ,BS,8226
FJ,CA,12188
FJ,BD,3059
FJ,CH,2650
FJ,CF,1733
FJ,BE,792
FJ,DJ,983
FJ,BN,2110
FJ,CI,1149
FJ,AO,1988
FJ,AT,879
FJ,DO,1196
FJ,BH,3399
CG,BS,7048
CG,AG,7082
CG,BO,801
CG,AE,5454
CG,BR,1789
CG,BB,3564
CG,BD,1330
CG,AM,885
CG,BG,847
CG,CA,6834
CG,AL,973
CG,AR,758
CG,BY,3319
CG,BZ,2405
CG,BN,711
CG,BE,14050
CG,AZ,1244
CG,AT,1600
CG,BH,2218
ET,CY,3018
ET,DK,2714
ET,BD,1461
ET,BI,6533
ET,CM,2369
ET,BW,3946
ET,BJ,4400
ET,DZ,1400
ET,BB,1026
ET,BZ,851
ET,EG,4355
ET,CD,2668
ET,CH,12369
ET,CG,3060
ET,CV,986
ET,DE,6710
ET,BS,922
ET,BN,787
ET,CA,7664
ET,BE,2769
ET,CF,3825
ET,AU,3594
ET,BF,2304
ET,AG,1544
ET,AZ,790
ET,CI,2646
ET,AO,3576
ET,AT,2282
ET,DO,850
AT,AR,1451
AT,AM,6901
AT,AG,3936
AT,AL,22361
AT,AO,786
AT,AE,4959
LR,IN,1911
IT,BO,1861
LR,BO,952
IT,BA,11884
LR,BA,942
LR,LK,2968
IT,FI,5100
LR,FI,1851
IT,GR,15641
LR,GR,1762
IT,BR,2469
LR,BR,2242
LR,FJ,4367
IT,EE,5384
LR,EE,758
IT,BZ,935
LR,BZ,9222
LR,BT,1180
IT,CM,4435
LR,KG,1048
LR,JO,2588
IT,BB,1961
LR,BB,19092
IT,BW,765
IT,ES,17626
LR,ES,3058
IT,AM,1693
LR,AM,721
IT,HK,2315
LR,HK,1166
IT,BI,1734
IT,HR,11109
LR,HR,898
IT,HU,5458
IT,GT,743
LR,GT,1044
IT,BN,1529
LR,BN,1984
IT,CA,4385
LR,CA,7441
IT,DK,7532
LR,DK,1320
IT,CR,2803
LR,CR,2121
LR,KZ,1185
IT,ET,1450
LR,ET,7649
IT,GA,5101
LR,LA,735
IT,HT,981
IT,FR,11280
LR,FR,5607
IT,CO,2014
LR,CO,1826
IT,EG,3215
LR,EG,4358
IT,GN,15788
LR,CV,20906
IT,DZ,1251
LR,DZ,11539
IT,AE,6781
LR,AE,15134
IT,CL,2317
LR,CL,1668
IT,BJ,4228
IT,AG,5273
LR,KW,10645
IT,BD,4410
LR,BD,3365
IT,CG,3882
IT,BE,16513
LR,BE,8251
IT,BG,12360
LR,BG,836
IT,GD,1790
LR,AL,1654
IT,EC,4978
LR,EC,1369
IT,AR,4459
LR,AR,992
IT,IS,9220
LR,IS,1648
IT,BY,6193
LR,BY,2151
LR,IT,5322
LR,KR,5831
LR,CH,3613
IT,GH,8064
IT,CD,1314
IT,GW,12134
IT,GB,14424
LR,GB,4412
IT,GQ,7215
DO,CH,17186
DO,CR,20022
DO,BR,5744
DO,CO,20277
DO,BE,3310
DO,BZ,18298
DO,BG,894
DO,BD,882
DO,DJ,1670
DO,BH,1499
LC,BA,1956
LC,GT,948
LC,LB,1329
LC,CM,4917
LC,FI,857
LC,GR,1624
LC,KR,1063
LC,FJ,7920
LC,ES,1851
LC,BR,917
LC,HU,853
LC,HR,2395
LC,BT,3097
LC,BW,10833
LC,AE,3585
LC,JO,765
LC,GN,3256
LC,HK,944
LC,ID,710
LC,DK,1311
LC,IN,785
LC,IT,1635
LC,GQ,10268
LC,FR,8790
LC,KW,2449
LC,BJ,6491
LC,CV,4270
LC,CR,3116
LC,EE,1225
LC,GA,5526
LC,KE,7533
LC,BI,1823
LC,CL,2057
LC,EC,1138
LC,CH,7024
LC,BY,1292
LC,DZ,771
LC,CG,6339
LC,KI,5250
LC,KM,5495
LC,CD,3549
LC,BF,2513
LC,DE,2485
LC,AU,2844
LC,GM,19638
LC,AL,1291
LC,ET,1405
LC,GW,5261
LC,GH,11849
LC,CF,2490
LC,CO,1350
LC,CY,3266
LC,DJ,1974
LC,BN,790
LC,BG,1068
LC,IE,5210
LC,IS,1882
LC,BE,1879
LC,CI,3715
LC,AO,4979
LC,AT,3032
LC,DO,15850
LC,BH,2583
LC,HN,3945
ME,FI,4967
ME,GR,19274
ME,EE,8417
ME,ES,4332
ME,JO,1061
ME,BS,2365
ME,GD,2551
ME,CM,1127
ME,HU,11493
ME,AG,1757
ME,BB,4885
ME,LK,728
ME,MA,1678
ME,HK,938
ME,BW,1346
ME,AE,7120
ME,FR,7724
ME,KG,1897
ME,LB,2205
ME,BJ,5432
ME,BI,956
ME,LY,2753
ME,GN,976
ME,GA,1008
ME,IS,19759
ME,KW,1783
ME,IT,13835
ME,LR,2473
ME,DZ,1112
ME,AM,3394
ME,CG,1221
ME,LT,4655
ME,CL,1018
ME,BE,13954
ME,GH,1658
ME,EC,741
ME,CV,792
ME,BZ,891
ME,LC,8193
ME,EG,929
ME,BN,731
ME,HT,779
ME,CA,5411
ME,AR,1431
ME,CR,984
ME,GB,4629
ME,AU,7094
ME,CF,2238
ME,IE,6082
ME,AZ,8812
ME,JP,694
ME,KE,1128
ME,MD,7202
ME,GM,4895
ME,GE,4937
ME,BF,823
ME,BG,18910
ME,GQ,3916
ME,KZ,3602
ME,JM,2413
ME,GW,777
ME,CI,1128
ME,CZ,10853
ME,AO,851
ME,DO,2205
ME,GY,934
ME,BH,1735
ME,LV,9474
GH,FI,3750
GH,BS,9076
GH,FJ,2788
GH,BO,868
GH,BR,1890
GH,BT,1277
GH,ES,3853
GH,CY,8068
GH,BA,1091
GH,DK,2908
GH,FR,2080
GH,GD,16667
GH,BB,16011
GH,AM,807
GH,BZ,4305
GH,ET,7821
GH,AL,1743
GH,DZ,3057
GH,CA,5462
GH,DJ,7082
GH,CO,1368
GH,DE,7584
GH,EG,2846
GH,EC,1130
GH,BY,1852
GH,CH,2873
GH,CL,770
GH,CV,6753
GH,GB,13916
GH,EE,1835
GH,AU,2484
GH,AR,929
GH,BD,2868
GH,BN,1244
GH,CR,1576
GH,AG,16021
GH,BE,6900
GH,AZ,2581
GH,GE,1143
GH,BG,995
GH,CZ,1266
GH,AO,16896
GH,AT,2711
GH,DO,5161
GH,BH,16588
JP,AG,836
JP,FJ,3087
JP,BR,1866
JP,ES,1308
JP,BO,1154
JP,CM,783
JP,IT,1717
JP,ID,2420
JP,BT,4503
JP,FI,1968
JP,GR,804
JP,GM,824
JP,BS,857
JP,IS,2220
JP,DK,1533
JP,AE,4023
JP,HK,11392
JP,GN,911
JP,FR,1643
JP,DE,1846
JP,BD,1075
JP,GH,952
JP,EE,1297
JP,BY,883
JP,CH,3604
JP,GB,1960
JP,AU,5687
JP,CA,3064
JP,BN,4163
JP,HU,919
JP,JM,2348
JP,CY,2324
JP,IE,1827
JP,BB,870
JP,BE,1432
JP,CZ,1042
JP,AT,1754
JP,BH,2791
PH,FI,1670
PH,GR,1604
PH,FJ,2543
PH,KI,5012
PH,NI,2368
